ID,Gender,Ever_Married,Age,Graduated,Profession,Family_Size,Car Purchased,Country Of Origin,Year Of Purchase,Salary,Fuel Type,Language Spoken 
6851,Male,Yes,53,Yes,Doctor,2,Maserati,Canada,2011,30000,Diesel,English 
6852,Female,Yes,79,No,Engineer,2,Maybach,China ,2012,30000,Diesel,Mandarin
6853,Female,No,33,No,Engineer,3,Mazda,India,2013,45000,Diesel,Tamil
6854,Female,No,23,No,Healthcare,4,McLaren,Italy,2014,60000,Diesel,Italian
6855,Male,Yes,72,Yes,Lawyer,2,Mercedes-Benz,China ,2015,30000,Diesel,Mandarin
6856,Female,No,37,Yes,,2,MG,France,2016,30000,Diesel,English 
6857,Male,Yes,35,Yes,Doctor,3,MINI,Italy,2010,45000,Diesel,Italian
6858,Female,Yes,42,No,,,Mitsubishi,France,2011,18000,Diesel,English 
6859,Female,No,28,Yes,Doctor,3,Nissan,Australia,2012,45000,Diesel,English
6860,Male,Yes,36,No,Healthcare,2,Nissan,Australia,2013,30000,Diesel,English
6861,Male,No,38,Yes,Artist,1,Peugeot,USA,2014,15000,Diesel,English 
6862,Female,Yes,43,Yes,Artist,3,Porsche,Germany ,2015,45000,Diesel,German
6863,Male,Yes,47,No,Executive,4,Proton,USA,2016,60000,Diesel,English 
6864,Male,No,22,No,Marketing,3,Renault,Germany ,2012,45000,Diesel,German
6865,Male,Yes,82,No,Executive,4,Rolls-Royce,USA,2013,60000,Diesel,English 
6866,Female,No,32,No,Healthcare,3,Rover,Germany ,2014,45000,Diesel,German
6867,Male,Yes,87,Yes,Lawyer,2,Saab,USA,2015,30000,Diesel,English 
6868,Male,Yes,47,Yes,Artist,2,SEAT,Germany ,2016,30000,Diesel,German
6869,Female,No,33,Yes,Artist,2,SKODA,USA,2017,30000,Diesel,English 
6870,Male,Yes,68,No,Executive,2,Smart,Germany ,2018,30000,Diesel,German
6871,Female,Yes,68,Yes,Artist,2,Ssangyong,USA,2016,30000,Diesel,English 
6872,Male,Yes,45,Yes,Executive,4,Subaru,Germany ,2017,60000,Diesel,German
6873,Male,Yes,49,Yes,Artist,3,Suzuki,USA,2018,45000,Diesel,English 
6874,Male,No,18,No,Healthcare,8,Tesla,Mexico,2008,120000,Electric,English 
6875,Female,No,45,Yes,Doctor,1,Toyota,Malaysia,2009,15000,Diesel,English 
6876,Male,Yes,62,Yes,Doctor,1,TVR,Japan,2010,15000,Diesel,Japanese
6877,Female,Yes,75,Yes,Lawyer,1,Vauxhall,Canada,2011,15000,Diesel,English 
6878,Female,Yes,59,Yes,Homemaker,4,Volkswagen,China ,2010,60000,Diesel,Mandarin
6879,Female,Yes,39,Yes,Artist,4,Volvo,India,2011,60000,Diesel,Tamil
6880,Male,Yes,39,No,Entertainment,5,Maker,Italy,2012,75000,Diesel,Italian
6881,Male,Yes,68,No,Executive,2,Lexus,China ,2013,30000,Diesel,Mandarin
6882,Male,Yes,62,Yes,,3,Alfa Romeo,France,2020,45000,Petrol,English 
6883,Male,Yes,50,Yes,Executive,4,Aston Martin,Italy,2021,60000,Petrol,Italian
6884,Male,Yes,47,Yes,Executive,4,Audi,France,2020,60000,Petrol,English 
6885,Male,,20,No,Marketing,2,Bentley,Australia,2021,30000,Petrol,English
6886,Male,Yes,57,No,,2,BMW,Australia,2016,30000,Diesel,English
6887,Male,Yes,51,Yes,Artist,2,Cadillac,USA,2017,30000,Diesel,English 
6888,Female,No,41,Yes,Doctor,1,Chevrolet,Germany ,2018,15000,Diesel,German
6889,Male,Yes,45,Yes,Executive,4,Chrysler,USA,2019,60000,Diesel,English 
6890,Male,Yes,40,No,Doctor,5,Citroen,Germany ,2009,75000,Diesel,German
6891,Female,Yes,27,No,Artist,5,Corvette,USA,2010,75000,Diesel,English 
6892,Male,Yes,43,No,Entertainment,,Hyundai,Germany ,2011,18000,Diesel,German
6893,Male,Yes,73,Yes,Artist,2,Daewoo,USA,2012,30000,Diesel,English 
6894,Male,Yes,43,Yes,Engineer,2,Daihatsu,Germany ,2013,30000,Diesel,German
6895,Female,Yes,82,Yes,Lawyer,1,Dodge,USA,2014,15000,Diesel,English 
6896,Male,Yes,55,Yes,Artist,2,Kia,Germany ,2015,30000,Diesel,German
6897,Male,Yes,41,No,Doctor,2,Ferrari,USA,2016,30000,Diesel,English 
6898,Male,No,25,Yes,Entertainment,2,Fiat,Germany ,2010,30000,Diesel,German
6899,Female,Yes,62,No,Engineer,1,Ford,USA,2011,15000,Diesel,English 
6900,Female,Yes,37,No,Engineer,2,Honda,Mexico,2012,30000,Diesel,English 
6901,Female,Yes,51,Yes,Entertainment,2,Honda,Malaysia,2013,30000,Diesel,English 
6902,Male,Yes,69,No,Lawyer,1,Hyundai,Japan,2014,15000,Diesel,Japanese
6903,Female,Yes,89,Yes,Entertainment,4,Infiniti,Canada,2015,60000,Diesel,English 
6904,Male,No,29,Yes,Healthcare,6,Isuzu,China ,2016,90000,Diesel,Mandarin
6905,Male,No,28,No,Entertainment,3,Jaguar,India,2012,45000,Diesel,Tamil
6906,Male,Yes,40,Yes,Artist,3,Jeep,Italy,2013,45000,Diesel,Italian
6907,Female,No,38,Yes,Artist,2,Kia,China ,2014,30000,Diesel,Mandarin
6908,Male,No,18,No,Healthcare,4,Lamborghini,France,2015,60000,Diesel,English 
6909,Male,Yes,81,Yes,Lawyer,2,Land Rover,Italy,2016,30000,Diesel,Italian
6910,Male,Yes,45,Yes,Executive,4,Lexus,France,2017,60000,Diesel,English 
6911,Male,Yes,42,No,Executive,5,Lotus,Australia,2018,75000,Diesel,English
6912,Male,No,36,No,Marketing,1,Maserati,Australia,2016,15000,Diesel,English
6913,Male,Yes,30,Yes,Entertainment,2,Maybach,USA,2017,30000,Diesel,English 
6914,Female,No,33,Yes,Healthcare,3,Mazda,Germany ,2018,45000,Diesel,German
6915,Male,Yes,37,No,Artist,2,McLaren,USA,2008,30000,Diesel,English 
6916,Male,Yes,35,No,Artist,3,Mercedes-Benz,Germany ,2009,45000,Diesel,German
6917,Female,No,31,Yes,Doctor,2,MG,USA,2010,30000,Diesel,English 
6918,Female,Yes,53,No,Engineer,4,MINI,Germany ,2011,60000,Diesel,German
6919,Male,No,36,Yes,Doctor,1,Mitsubishi,USA,2010,15000,Diesel,English 
6920,Male,Yes,37,Yes,Entertainment,2,Nissan,Germany ,2011,30000,Diesel,German
6921,Male,Yes,80,Yes,Lawyer,1,Nissan,USA,2012,15000,Diesel,English 
6922,Male,Yes,30,Yes,Doctor,2,Peugeot,Germany ,2013,30000,Diesel,German
6923,Female,Yes,39,No,Engineer,3,Porsche,USA,2020,45000,Petrol,English 
6924,Female,No,18,No,Marketing,,Proton,Germany ,2021,18000,Petrol,German
6925,Male,No,32,No,Doctor,3,Renault,USA,2020,45000,Petrol,English 
6926,Male,Yes,49,Yes,Marketing,5,Rolls-Royce,Mexico,2021,75000,Petrol,English 
6927,Male,Yes,67,Yes,Executive,4,Rover,Malaysia,2016,60000,Diesel,English 
6928,Male,No,47,No,Entertainment,1,Saab,Japan,2017,15000,Diesel,Japanese
6929,Male,Yes,35,No,Engineer,6,SEAT,Canada,2018,90000,Diesel,English 
6930,Female,Yes,26,No,Marketing,5,SKODA,China ,2019,75000,Diesel,Mandarin
6931,Female,No,43,Yes,Artist,1,Smart,India,2009,15000,Diesel,Tamil
6932,Female,No,30,No,Healthcare,,Ssangyong,Italy,2010,18000,Diesel,Italian
6933,Male,No,29,Yes,Doctor,2,Subaru,China ,2011,30000,Diesel,Mandarin
6934,Female,,20,No,Marketing,2,Suzuki,France,2012,30000,Diesel,English 
6935,Female,Yes,67,No,Engineer,3,Tesla,Italy,2013,45000,Electric,Italian
6936,Male,No,41,Yes,Doctor,2,Toyota,France,2014,30000,Diesel,English 
6937,Male,No,40,Yes,Artist,2,TVR,Australia,2015,30000,Diesel,English
6938,Female,Yes,40,Yes,Doctor,2,Vauxhall,Australia,2016,30000,Diesel,English
6939,Male,No,18,No,Healthcare,4,Volkswagen,USA,2010,60000,Diesel,English 
6940,Male,No,29,No,Healthcare,5,Volvo,Germany ,2011,75000,Diesel,German
6941,Female,Yes,51,No,Engineer,5,Maker,USA,2012,75000,Diesel,English 
6942,Male,No,32,Yes,Engineer,1,Lexus,Germany ,2013,15000,Diesel,German
6943,Female,No,48,Yes,Artist,1,Alfa Romeo,USA,2014,15000,Diesel,English 
6944,Male,No,22,No,Artist,3,Aston Martin,Germany ,2015,45000,Diesel,German
6945,Female,Yes,35,Yes,Entertainment,2,Audi,USA,2016,30000,Diesel,English 
6946,Female,No,51,Yes,Artist,1,Bentley,Germany ,2012,15000,Diesel,German
6947,Female,Yes,46,No,Engineer,1,BMW,USA,2013,15000,Diesel,English 
6948,Female,No,27,Yes,Healthcare,5,Cadillac,Germany ,2014,75000,Diesel,German
6949,Female,Yes,56,Yes,Artist,4,Chevrolet,USA,2015,60000,Diesel,English 
6950,Male,Yes,50,Yes,Artist,4,Chrysler,Germany ,2016,60000,Diesel,German
6951,Male,Yes,59,Yes,Healthcare,3,Citroen,USA,2017,45000,Diesel,English 
6952,Female,Yes,61,Yes,Artist,1,Corvette,Mexico,2018,15000,Diesel,English 
6953,Male,No,32,Yes,Doctor,1,Hyundai,Malaysia,2016,15000,Diesel,English 
6954,Female,No,26,Yes,Healthcare,5,Daewoo,Japan,2017,75000,Diesel,Japanese
6955,Female,No,23,No,Healthcare,4,Daihatsu,Canada,2018,60000,Diesel,English 
6956,Male,Yes,50,Yes,Executive,6,Dodge,China ,2008,90000,Diesel,Mandarin
6957,Male,No,22,No,Marketing,4,Kia,India,2009,60000,Diesel,Tamil
6958,Female,No,29,No,Marketing,3,Ferrari,Italy,2010,45000,Diesel,Italian
6959,Male,Yes,46,Yes,Artist,3,Fiat,China ,2011,45000,Diesel,Mandarin
6960,Male,No,43,Yes,Artist,4,Ford,France,2010,60000,Diesel,English 
6961,Male,No,33,No,Artist,,Honda,Italy,2011,18000,Diesel,Italian
6962,Female,Yes,85,Yes,Lawyer,1,Honda,France,2012,15000,Diesel,English 
6963,Male,Yes,57,Yes,Entertainment,,Hyundai,Australia,2013,18000,Diesel,English
6964,Male,Yes,43,Yes,Artist,2,Infiniti,Australia,2020,30000,Petrol,English
6965,Female,No,18,No,Healthcare,4,Isuzu,USA,2021,60000,Petrol,English 
6966,Male,Yes,87,No,Artist,1,Jaguar,Germany ,2020,15000,Petrol,German
6967,Male,Yes,40,Yes,Artist,2,Jeep,USA,2021,30000,Petrol,English 
6968,Male,Yes,25,Yes,Entertainment,2,Kia,Germany ,2016,30000,Diesel,German
6969,Female,,18,No,Healthcare,3,Lamborghini,USA,2017,45000,Diesel,English 
6970,Female,Yes,48,Yes,Artist,3,Land Rover,Germany ,2018,45000,Diesel,German
6971,Female,Yes,56,Yes,Entertainment,2,Lexus,USA,2019,30000,Diesel,English 
6972,Female,No,32,No,Entertainment,3,Lotus,Germany ,2009,45000,Diesel,German
6973,Female,No,38,Yes,Artist,7,Maserati,USA,2010,105000,Diesel,English 
6974,Female,No,31,No,Doctor,2,Maybach,Germany ,2011,30000,Diesel,German
6975,Female,Yes,36,No,Executive,5,Mazda,USA,2012,75000,Diesel,English 
6976,Male,No,37,Yes,Healthcare,2,McLaren,Germany ,2013,30000,Diesel,German
6977,Female,Yes,40,Yes,Doctor,2,Mercedes-Benz,USA,2014,30000,Diesel,English 
6978,Male,No,18,No,Healthcare,4,MG,Mexico,2015,60000,Diesel,English 
6979,Female,No,26,No,Healthcare,6,MINI,Malaysia,2016,90000,Diesel,English 
6980,Female,No,23,No,Healthcare,2,Mitsubishi,Japan,2010,30000,Diesel,Japanese
6981,Male,No,27,Yes,Healthcare,2,Nissan,Canada,2011,30000,Diesel,English 
6982,Female,No,20,No,Healthcare,3,Nissan,China ,2012,45000,Diesel,Mandarin
6983,Male,Yes,47,No,Artist,4,Peugeot,India,2013,60000,Diesel,Tamil
6984,Male,Yes,50,No,Entertainment,3,Porsche,Italy,2014,45000,Diesel,Italian
6985,Male,No,37,Yes,Doctor,3,Proton,China ,2015,45000,Diesel,Mandarin
6986,Female,Yes,49,Yes,Artist,2,Renault,France,2016,30000,Diesel,English 
6987,Male,Yes,29,Yes,Healthcare,3,Rolls-Royce,Italy,2012,45000,Diesel,Italian
6988,Male,Yes,37,Yes,Executive,3,Rover,France,2013,45000,Diesel,English 
6989,Female,Yes,58,Yes,Artist,,Saab,Australia,2014,18000,Diesel,English
6990,Male,Yes,59,No,Engineer,3,SEAT,Australia,2015,45000,Diesel,English
6991,Male,No,21,No,Marketing,5,SKODA,USA,2016,75000,Diesel,English 
6992,Female,Yes,42,Yes,Artist,4,Smart,Germany ,2017,60000,Diesel,German
6993,Male,No,29,No,Healthcare,6,Ssangyong,USA,2018,90000,Diesel,English 
6994,Male,No,33,Yes,Healthcare,5,Subaru,Germany ,2016,75000,Diesel,German
6995,Female,No,38,Yes,Doctor,2,Suzuki,USA,2017,30000,Diesel,English 
6996,Male,Yes,37,Yes,Artist,3,Tesla,Germany ,2018,45000,Electric,German
6997,Male,Yes,60,Yes,Entertainment,3,Toyota,USA,2008,45000,Diesel,English 
6998,Male,Yes,55,Yes,Doctor,1,TVR,Germany ,2009,15000,Diesel,German
6999,Male,Yes,50,Yes,Artist,2,Vauxhall,USA,2010,30000,Diesel,English 
7000,Male,No,36,Yes,Artist,3,Volkswagen,Germany ,2011,45000,Diesel,German
7001,Male,No,47,Yes,Artist,2,Volvo,USA,2010,30000,Diesel,English 
7002,Male,Yes,52,Yes,Artist,2,Maker,Germany ,2011,30000,Diesel,German
7003,Female,Yes,42,No,Executive,5,Lexus,USA,2012,75000,Diesel,English 
7004,Male,No,32,No,Healthcare,3,Alfa Romeo,Mexico,2013,45000,Diesel,English 
7005,Female,No,33,Yes,Engineer,2,Aston Martin,Malaysia,2020,30000,Petrol,English 
7006,Female,No,25,No,Artist,1,Audi,Japan,2021,15000,Petrol,Japanese
7007,Male,Yes,68,Yes,Entertainment,2,Bentley,Canada,2020,30000,Petrol,English 
7008,Male,Yes,36,Yes,Entertainment,2,BMW,China ,2021,30000,Petrol,Mandarin
7009,Male,Yes,51,Yes,Artist,4,Cadillac,India,2016,60000,Diesel,Tamil
7010,Female,Yes,47,No,Engineer,5,Chevrolet,Italy,2017,75000,Diesel,Italian
7011,Male,Yes,62,Yes,Artist,2,Chrysler,China ,2018,30000,Diesel,Mandarin
7012,Male,No,32,Yes,Doctor,5,Citroen,France,2019,75000,Diesel,English 
7013,Female,Yes,66,No,Artist,2,Corvette,Italy,2009,30000,Diesel,Italian
7014,Female,Yes,48,Yes,Artist,1,Hyundai,France,2010,15000,Diesel,English 
7015,Male,Yes,70,Yes,Lawyer,2,Daewoo,Australia,2011,30000,Diesel,English
7016,Female,Yes,60,Yes,Artist,2,Daihatsu,Australia,2012,30000,Diesel,English
7017,Male,No,45,No,Artist,1,Dodge,USA,2013,15000,Diesel,English 
7018,Female,Yes,48,Yes,Homemaker,2,Kia,Germany ,2014,30000,Diesel,German
7019,Male,Yes,76,Yes,Lawyer,2,Ferrari,USA,2015,30000,Diesel,English 
7020,Male,Yes,53,Yes,Engineer,3,Fiat,Germany ,2016,45000,Diesel,German
7021,Male,Yes,83,No,Executive,3,Ford,USA,2010,45000,Diesel,English 
7022,Female,Yes,79,Yes,Lawyer,2,Honda,Germany ,2011,30000,Diesel,German
7023,Female,Yes,49,Yes,Engineer,1,Honda,USA,2012,15000,Diesel,English 
7024,Female,Yes,76,Yes,Lawyer,2,Hyundai,Germany ,2013,30000,Diesel,German
7025,Male,Yes,37,No,Engineer,5,Infiniti,USA,2014,75000,Diesel,English 
7026,Female,Yes,37,Yes,Artist,6,Isuzu,Germany ,2015,90000,Diesel,German
7027,Female,Yes,35,No,Artist,2,Jaguar,USA,2016,30000,Diesel,English 
7028,Female,Yes,31,No,Homemaker,2,Jeep,Germany ,2012,30000,Diesel,German
7029,Male,No,21,No,Marketing,5,Kia,USA,2013,75000,Diesel,English 
7030,Male,No,71,Yes,Entertainment,2,Lamborghini,Mexico,2014,30000,Diesel,English 
7031,Female,No,27,No,Engineer,4,Land Rover,Malaysia,2015,60000,Diesel,English 
7032,Male,Yes,52,No,Homemaker,4,Lexus,Japan,2016,60000,Diesel,Japanese
7033,Male,Yes,72,No,Engineer,,Lotus,Canada,2017,18000,Diesel,English 
7034,Male,Yes,43,Yes,Artist,4,Maserati,China ,2018,60000,Diesel,Mandarin
7035,Male,Yes,46,Yes,Artist,2,Maybach,India,2016,30000,Diesel,Tamil
7036,Male,Yes,88,No,Lawyer,1,Mazda,Italy,2017,15000,Diesel,Italian
7037,Male,No,29,No,Healthcare,6,McLaren,China ,2018,90000,Diesel,Mandarin
7038,Male,No,27,No,Engineer,5,Mercedes-Benz,France,2008,75000,Diesel,English 
7039,Male,Yes,55,Yes,Lawyer,4,MG,Italy,2009,60000,Diesel,Italian
7040,Female,Yes,48,No,Artist,3,MINI,France,2010,45000,Diesel,English 
7041,Male,No,20,No,Healthcare,5,Mitsubishi,Australia,2011,75000,Diesel,English
7042,Male,No,38,Yes,Entertainment,1,Nissan,Australia,2010,15000,Diesel,English
7043,Female,,22,No,Healthcare,3,Nissan,USA,2011,45000,Diesel,English 
7044,Female,No,29,No,Homemaker,6,Peugeot,Germany ,2012,90000,Diesel,German
7045,Female,Yes,48,Yes,Doctor,4,Porsche,USA,2013,60000,Diesel,English 
7046,Female,No,65,Yes,Lawyer,1,Proton,Germany ,2020,15000,Petrol,German
7047,Male,Yes,51,No,Engineer,7,Renault,USA,2021,105000,Petrol,English 
7048,Female,No,21,No,Healthcare,5,Rolls-Royce,Germany ,2020,75000,Petrol,German
7049,Female,No,42,Yes,Artist,1,Rover,USA,2021,15000,Petrol,English 
7050,Male,Yes,56,No,Marketing,3,Saab,Germany ,2010,45000,Diesel,German
7051,Female,Yes,86,Yes,Lawyer,2,SEAT,USA,2011,30000,Diesel,English 
7052,Male,Yes,59,Yes,Artist,4,SKODA,Germany ,2012,60000,Diesel,German
7053,Male,Yes,86,Yes,Executive,2,Smart,USA,2013,30000,Diesel,English 
7054,Male,Yes,59,Yes,Artist,2,Ssangyong,Germany ,2014,30000,Diesel,German
7055,Male,Yes,38,Yes,Doctor,2,Subaru,USA,2015,30000,Diesel,English 
7056,Female,No,31,Yes,Marketing,1,Suzuki,Mexico,2016,15000,Diesel,English 
7057,Female,No,45,Yes,Artist,1,Tesla,Malaysia,2010,15000,Electric,English 
7058,Female,Yes,48,Yes,Artist,2,Toyota,Japan,2011,30000,Diesel,Japanese
7059,Female,No,33,No,Engineer,4,TVR,Canada,2012,60000,Diesel,English 
7060,Male,Yes,38,Yes,Entertainment,3,Vauxhall,China ,2013,45000,Diesel,Mandarin
7061,Female,Yes,49,Yes,Artist,4,Volkswagen,India,2014,60000,Diesel,Tamil
7062,Female,Yes,48,Yes,Artist,2,Volvo,Italy,2015,30000,Diesel,Italian
7063,Male,Yes,37,Yes,Artist,3,Maker,China ,2016,45000,Diesel,Mandarin
7064,Male,No,28,Yes,Healthcare,4,Lexus,France,2012,60000,Diesel,English 
7065,Female,Yes,33,Yes,Doctor,2,Alfa Romeo,Italy,2013,30000,Diesel,Italian
7066,Male,No,20,No,Healthcare,4,Aston Martin,France,2014,60000,Diesel,English 
7067,Male,Yes,27,No,Entertainment,1,Audi,Australia,2010,15000,Diesel,English
7068,Male,Yes,39,Yes,Artist,4,Bentley,Australia,2011,60000,Diesel,English
7069,Female,Yes,87,No,Lawyer,1,BMW,USA,2012,15000,Diesel,English 
7070,Male,No,30,Yes,Healthcare,4,Cadillac,Germany ,2013,60000,Diesel,German
7071,Male,,30,No,Executive,,Chevrolet,USA,2014,18000,Diesel,English 
7072,Female,Yes,51,Yes,Artist,5,Chrysler,Germany ,2015,75000,Diesel,German
7073,Male,Yes,46,Yes,Executive,5,Citroen,USA,2016,75000,Diesel,English 
7074,Female,No,55,No,Entertainment,1,Corvette,Germany ,2010,15000,Diesel,German
7075,Male,No,39,No,Entertainment,4,Hyundai,USA,2011,60000,Diesel,English 
7076,Male,Yes,63,Yes,Artist,4,Daewoo,Germany ,2012,60000,Diesel,German
7077,Male,Yes,84,Yes,Lawyer,2,Daihatsu,USA,2013,30000,Diesel,English 
7078,Male,Yes,41,Yes,Executive,2,Dodge,Germany ,2014,30000,Diesel,German
7079,Male,No,28,Yes,Artist,1,Kia,USA,2015,15000,Diesel,English 
7080,Male,No,27,Yes,Healthcare,4,Ferrari,Germany ,2016,60000,Diesel,German
7081,Male,No,35,Yes,Doctor,1,Fiat,USA,2012,15000,Diesel,English 
7082,Female,Yes,47,Yes,Artist,2,Ford,Mexico,2013,30000,Diesel,English 
7083,Female,No,51,Yes,Artist,1,Honda,Malaysia,2014,15000,Diesel,English 
7084,Female,Yes,32,Yes,Artist,3,Honda,Japan,2016,45000,Diesel,Japanese
7085,Male,Yes,31,Yes,Engineer,2,Hyundai,Canada,2017,30000,Diesel,English 
7086,Female,No,38,Yes,Healthcare,4,Infiniti,China ,2018,60000,Diesel,Mandarin
7087,Male,No,20,No,Healthcare,3,Isuzu,India,2019,45000,Diesel,Tamil
7088,Male,No,31,Yes,Doctor,6,Jaguar,Italy,2009,90000,Diesel,Italian
7089,Male,Yes,55,Yes,Entertainment,2,Jeep,China ,2010,30000,Diesel,Mandarin
7090,Male,No,19,No,Healthcare,,Kia,France,2011,18000,Diesel,English 
7091,Male,No,83,Yes,Lawyer,1,Lamborghini,Italy,2012,15000,Diesel,Italian
7092,Male,Yes,41,Yes,Doctor,2,Land Rover,France,2013,30000,Diesel,English 
7093,Female,Yes,38,Yes,Artist,2,Lexus,Australia,2014,30000,Diesel,English
7094,Male,Yes,61,Yes,Executive,2,Lotus,Australia,2015,30000,Diesel,English
7095,Female,Yes,48,Yes,Homemaker,1,Maserati,USA,2016,15000,Diesel,English 
7096,Male,Yes,40,Yes,Doctor,2,Maybach,Germany ,2010,30000,Diesel,German
7097,Female,No,47,Yes,Artist,1,Mazda,USA,2011,15000,Diesel,English 
7098,Male,Yes,53,Yes,Executive,4,McLaren,Germany ,2012,60000,Diesel,German
7099,Male,No,29,No,Doctor,4,Mercedes-Benz,USA,2013,60000,Diesel,English 
7100,Male,Yes,72,No,Artist,1,MG,Germany ,2014,15000,Diesel,German
7101,Female,Yes,50,Yes,Artist,4,MINI,USA,2015,60000,Diesel,English 
7102,Male,Yes,63,Yes,Entertainment,1,Mitsubishi,Germany ,2016,15000,Diesel,German
7103,Male,Yes,42,Yes,Artist,2,Nissan,USA,2012,30000,Diesel,English 
7104,Male,Yes,40,No,Entertainment,3,Nissan,Germany ,2013,45000,Diesel,German
7105,Female,Yes,63,Yes,Artist,5,Peugeot,USA,2014,75000,Diesel,English 
7106,Male,No,25,Yes,Artist,3,Porsche,Germany ,2015,45000,Diesel,German
7107,Male,Yes,49,Yes,Executive,4,Proton,USA,2016,60000,Diesel,English 
7108,Female,No,28,No,Healthcare,6,Renault,Mexico,2017,90000,Diesel,English 
7109,Female,Yes,69,Yes,Artist,2,Rolls-Royce,Malaysia,2018,30000,Diesel,English 
7110,Male,No,31,No,Healthcare,5,Rover,Japan,2016,75000,Diesel,Japanese
7111,Female,Yes,36,Yes,Artist,5,Saab,Canada,2017,75000,Diesel,English 
7112,Male,No,21,No,Healthcare,4,SEAT,China ,2018,60000,Diesel,Mandarin
7113,Female,Yes,36,Yes,Artist,2,SKODA,India,2008,30000,Diesel,Tamil
7114,Female,No,41,Yes,Healthcare,1,Smart,Italy,2009,15000,Diesel,Italian
7115,Female,No,31,Yes,Artist,2,Ssangyong,China ,2010,30000,Diesel,Mandarin
7116,Male,Yes,51,Yes,Executive,4,Subaru,France,2011,60000,Diesel,English 
7117,Male,Yes,55,Yes,Artist,3,Suzuki,Italy,2010,45000,Diesel,Italian
7118,Male,Yes,31,Yes,Artist,2,Tesla,France,2011,30000,Electric,English 
7119,Female,Yes,61,No,Engineer,2,Toyota,Australia,2012,30000,Diesel,English
7120,Male,No,31,Yes,Artist,3,TVR,Australia,2013,45000,Diesel,English
7121,Female,Yes,55,Yes,Artist,4,Vauxhall,USA,2020,60000,Petrol,English 
7122,Female,No,33,Yes,Artist,5,Volkswagen,Germany ,2021,75000,Petrol,German
7123,Female,Yes,50,Yes,Artist,5,Volvo,USA,2020,75000,Petrol,English 
7124,Male,Yes,71,No,Entertainment,2,Maker,Germany ,2021,30000,Petrol,German
7125,Male,No,18,No,Healthcare,4,Lexus,USA,2016,60000,Diesel,English 
7126,Female,Yes,73,Yes,Lawyer,2,Alfa Romeo,Germany ,2017,30000,Diesel,German
7127,Female,Yes,58,No,Lawyer,4,Aston Martin,USA,2018,60000,Diesel,English 
7128,Male,Yes,65,Yes,Artist,2,Audi,Germany ,2019,30000,Diesel,German
7129,Female,Yes,75,Yes,Artist,2,Bentley,USA,2009,30000,Diesel,English 
7130,Female,No,62,Yes,Engineer,1,BMW,Germany ,2010,15000,Diesel,German
7131,Female,No,38,Yes,Healthcare,5,Cadillac,USA,2011,75000,Diesel,English 
7132,Female,No,27,Yes,Homemaker,7,Chevrolet,Germany ,2012,105000,Diesel,German
7133,Male,No,19,No,Healthcare,3,Chrysler,USA,2013,45000,Diesel,English 
7134,Male,Yes,43,Yes,Entertainment,4,Citroen,Mexico,2014,60000,Diesel,English 
7135,Female,Yes,50,Yes,Artist,2,Corvette,Malaysia,2015,30000,Diesel,English 
7136,Male,No,27,Yes,Entertainment,1,Hyundai,Japan,2016,15000,Diesel,Japanese
7137,Male,No,33,No,Healthcare,3,Daewoo,Canada,2010,45000,Diesel,English 
7138,Female,Yes,26,No,Doctor,3,Daihatsu,China ,2011,45000,Diesel,Mandarin
7139,Female,Yes,28,,,4,Dodge,India,2012,60000,Diesel,Tamil
7140,Male,No,45,Yes,Entertainment,2,Kia,Italy,2013,30000,Diesel,Italian
7141,Male,No,25,Yes,Doctor,1,Ferrari,China ,2014,15000,Diesel,Mandarin
7142,Male,Yes,37,Yes,Artist,1,Fiat,France,2015,15000,Diesel,English 
7143,Female,Yes,37,Yes,Artist,3,Ford,Italy,2016,45000,Diesel,Italian
7144,Female,Yes,60,Yes,Artist,6,Honda,France,2012,90000,Diesel,English 
7145,Female,Yes,76,Yes,Lawyer,2,Honda,Australia,2013,30000,Diesel,English
7146,Male,Yes,47,Yes,Doctor,4,Hyundai,Australia,2014,60000,Diesel,English
7147,Female,Yes,42,Yes,Artist,1,Infiniti,USA,2015,15000,Diesel,English 
7148,Male,Yes,66,Yes,Artist,4,Isuzu,Germany ,2016,60000,Diesel,German
7149,Male,No,20,No,Healthcare,5,Jaguar,USA,2017,75000,Diesel,English 
7150,Male,Yes,40,Yes,Artist,3,Jeep,Germany ,2018,45000,Diesel,German
7151,Male,No,21,No,Healthcare,6,Kia,USA,2016,90000,Diesel,English 
7152,Female,No,42,No,Doctor,1,Lamborghini,Germany ,2017,15000,Diesel,German
7153,Male,Yes,57,Yes,Doctor,2,Land Rover,USA,2018,30000,Diesel,English 
7154,Male,No,23,No,Healthcare,3,Lexus,Germany ,2008,45000,Diesel,German
7155,Female,Yes,52,Yes,Artist,4,Lotus,USA,2009,60000,Diesel,English 
7156,Male,Yes,42,Yes,Doctor,2,Maserati,Germany ,2010,30000,Diesel,German
7157,Male,No,28,No,Doctor,4,Maybach,USA,2011,60000,Diesel,English 
7158,Male,Yes,43,Yes,Artist,3,Mazda,Germany ,2010,45000,Diesel,German
7159,Male,No,30,Yes,Doctor,2,McLaren,USA,2011,30000,Diesel,English 
7160,Male,No,26,No,Healthcare,6,Mercedes-Benz,Mexico,2012,90000,Diesel,English 
7161,Male,Yes,86,Yes,Executive,2,MG,Malaysia,2013,30000,Diesel,English 
